date_GMT,Country,League,Home Team,Away Team,Home Team Points Per Game (Pre-Match),Away Team Points Per Game (Pre-Match),Average Goals,BTTS Average,Over15 Average,Over25 Average,Average Corners,Average Cards,Home Team Pre-Match xG,Away Team Pre-Match xG,Odds_Home_Win,Odds_Draw,Odds_Away_Win,Odds_Over15,Odds_Over25,Odds_BTTS_Yes,Odds_DoubleChance_1x,Odds_DoubleChance_x2
Sep 20 2026 - 1:00pm,Italy,Serie D Group I,Avola,Nissa,1.0,2.33,3.17,50,84,50,9.0,-2.0,1.17,1.87,,,,,1.61,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Oltrepò,Coriano,1.33,0.33,2.0,67,67,33,8.67,-0.66,1.32,1.15,,,,1.33,2.15,1.97,1.22,1.89
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Correggese,Casatese,1.67,1.33,2.17,84,84,50,11.0,-1.67,2.09,0.92,2.7,3.0,2.45,1.43,2.25,1.95,1.4,1.34
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Crema,Pro Sesto,0.33,2.0,2.67,33,84,50,9.0,-1.67,0.84,1.23,3.9,3.0,1.91,1.37,2.18,1.95,1.33,1.2
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Lentigione,Cittadella Vis Modena,3.0,1.33,2.5,50,50,50,12.5,-1.0,1.82,1.21,1.86,3.25,3.9,1.3,2.04,1.84,1.23,1.73
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Varesina,Pistoiese,1.33,3.0,3.5,67,100,67,14.0,-2.0,1.77,2.67,5.5,3.9,1.55,,,,,
Sep 20 2026 - 1:00pm,Italy,Serie D Group D,Pontedera,Città di Varese,0.0,0.67,2.67,50,84,50,8.33,-1.0,1.01,0.91,3.35,3.35,1.95,1.25,1.88,1.71,1.22,1.28
Sep 20 2026 - 1:00pm,Turkey,3. Lig Group 1,İnkılapspor,Küçükçekmece Sinopspor,1.5,2.0,3.25,75,75,50,8.0,-1.5,1.32,1.16,,,,,2.07,,,
Sep 20 2026 - 1:00pm,Turkey,3. Lig Group 1,Galata,Düzcespor,1.0,1.0,2.5,75,75,50,1.5,-1.5,0.75,0.0,2.35,3.2,2.8,1.34,2.14,1.83,1.26,1.46
Sep 20 2026 - 1:00pm,Turkey,3. Lig Group 1,Yalova Yeşilovaspor,Gölcükspor,1.5,1.5,2.25,25,75,50,8.0,-1.5,1.26,0.0,1.77,3.3,3.68,1.32,2.07,1.85,1.25,1.91
Sep 20 2026 - 1:00pm,Turkey,2 Lig Kirmizi,Kırklarelispor,Halide Edip Adıvar,3.0,2.0,1.25,25,25,25,5.0,1.5,0.0,1.82,2.5,2.9,2.8,1.32,2.07,1.78,1.28,1.47
Sep 20 2026 - 1:00pm,Turkey,2 Lig Kirmizi,Kütahyaspor,24 Erzincanspor,1.5,1.0,4.5,100,100,100,9.0,1.0,1.56,0.0,2.15,3.5,2.7,1.13,1.57,1.44,1.34,1.54
Sep 20 2026 - 1:00pm,Turkey,2 Lig Kirmizi,İnegölspor,Karacabey Birlikspor,0.5,1.0,2.75,100,100,50,6.0,0.5,1.69,0.0,1.82,3.55,3.66,1.18,1.66,1.58,1.22,1.72
Sep 20 2026 - 1:00pm,Turkey,2 Lig Beyaz,Somaspor,Muş Menderesspor,2.0,2.0,5.5,75,100,100,0.0,-0.5,0.0,0.0,5.2,4.2,1.5,1.15,1.5,1.62,1.14,1.12
Sep 20 2026 - 1:00pm,Poland,4 Liga Podlaska,Łomża II,Michałowo,2.0,1.67,4.0,59,92,75,8.67,-2.0,1.69,1.38,2.3,3.7,2.45,,,,,
Sep 20 2026 - 1:00pm,Poland,4 Liga Wielkopolska,Warta Śrem,Astra Krotoszyn,1.14,1.14,4.93,93,100,79,5.0,-2.0,2.34,0.0,2.48,3.3,2.55,,,,,
Sep 20 2026 - 1:00pm,Italy,Campionato Primavera 2,Avellino U19,Latina U19,3.0,1.5,3.5,75,100,75,4.0,-0.5,0.0,1.28,1.65,4.1,4.13,1.11,1.45,1.48,1.07,1.95
Sep 20 2026 - 1:00pm,Portugal,Taça de Portugal,Cinfães,Leixões,3.0,0.0,0.5,0,0,0,1.0,0.0,0.0,0.0,5.92,4.0,1.48,1.18,1.69,1.8,1.16,1.03
Sep 20 2026 - 1:00pm,Greece,Panelinio Protathlima,Seirines Grevenon W,Odysseas Glyfadas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.15,3.8,2.78,,1.57,,,
Sep 20 2026 - 1:00pm,Greece,Panelinio Protathlima,Asteras Tripolis W,Kifisia W,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.18,6.2,12.2,,,,,
Sep 20 2026 - 1:00pm,Brazil,Copa Paulista,Linense,Grêmio Prudente,2.14,1.56,2.62,38,51,44,7.54,-0.47,1.58,1.35,2.15,3.0,3.1,1.36,2.18,1.86,1.31,1.53
Sep 20 2026 - 1:00pm,Uruguay,Primera División,Albion,Juventud,1.21,1.14,2.52,59,65,50,8.82,6.29,1.25,1.4,2.6,3.35,2.55,1.3,2.02,1.78,1.38,1.44
Sep 20 2026 - 1:00pm,International,COSAFA U20 Championship,Mozambique U20,Namibia U20,3.0,3.0,3.0,50,50,50,11.0,-2.0,3.29,2.58,2.11,3.15,3.15,,2.05,,,
Sep 20 2026 - 1:30pm,Germany,Bundesliga,Bayer Leverkusen,RB Leipzig,3.0,0.0,4.0,50,100,100,18.0,2.0,2.43,2.24,1.95,4.2,3.25,1.06,1.33,1.33,1.26,1.86
Sep 20 2026 - 1:30pm,Czech Republic,4. Liga Division F,Šumperk,Bospor Bohumín,1.17,3.0,4.0,67,92,75,12.83,-0.83,1.49,2.61,4.49,4.15,1.55,,,,,
Sep 20 2026 - 1:30pm,Czech Republic,4. Liga Division E,Kozlovice,Brumov,3.0,1.0,4.67,67,67,67,12.67,0.67,1.64,1.23,1.28,5.2,8.0,1.1,1.33,1.67,1.07,3.4
Sep 20 2026 - 1:30pm,Czech Republic,4. Liga Division E,Tatran Všechovice,Šternberk,3.0,1.0,4.0,33,84,67,10.83,1.33,1.82,1.8,1.33,4.8,7.0,1.08,1.31,1.53,1.09,2.92
Sep 20 2026 - 1:30pm,Czech Republic,4. Liga Division D,Žďár nad Sázavou,Humpolec,0.67,0.33,2.0,50,67,17,8.83,0.0,1.22,0.64,1.57,3.97,4.8,,,,,
Sep 20 2026 - 1:30pm,Czech Republic,4. Liga Division D,Velká Bíteš,Velké Meziříčí,2.0,0.33,3.67,34,84,67,7.0,0.0,1.19,0.92,1.61,3.6,4.6,1.15,1.57,1.53,1.16,2.1
Sep 20 2026 - 1:30pm,Italy,Serie D Group H,Bisceglie,Nocerina,2.0,2.33,3.34,84,100,84,9.67,-1.0,1.67,1.92,2.7,3.05,2.36,,,,,
Sep 20 2026 - 2:00pm,Brazil,Serie A,Grêmio,Palmeiras,1.85,1.86,2.75,63,74,56,10.65,5.02,1.54,1.42,3.95,3.64,1.9,1.29,1.88,1.77,1.25,1.16
Sep 20 2026 - 2:00pm,Norway,2 Division Group 1,Bjarg,Træff,1.84,1.58,3.32,66,84,63,10.15,3.0,1.85,1.38,1.45,4.6,4.7,1.09,1.4,1.53,1.11,2.49
Sep 20 2026 - 2:00pm,Norway,2 Division Group 1,Pors Grenland,Lysekloster,1.05,0.74,2.84,61,82,58,9.52,2.9,1.2,1.22,1.63,4.2,4.6,1.1,1.42,1.5,1.11,2.14
Sep 20 2026 - 2:00pm,Norway,2 Division Group 1,Notodden,Arendal,1.68,1.37,2.58,45,76,53,10.22,3.21,1.57,1.43,1.96,3.45,3.7,1.18,1.68,1.6,1.19,1.72
Sep 20 2026 - 2:00pm,Norway,2 Division Group 2,Ullensaker / Kisa II,Junkeren,0.53,1.32,3.79,64,90,74,8.37,2.95,1.49,1.45,2.8,3.8,2.05,1.03,1.24,1.25,1.22,1.39
Sep 20 2026 - 2:00pm,Sweden,Ettan North,Karlberg,Stockholm Internazionale,1.27,2.18,3.11,48,87,62,10.36,2.23,1.59,1.74,6.2,4.4,1.43,1.15,1.61,1.78,2.63,1.04
Sep 20 2026 - 2:00pm,Sweden,Ettan North,AFC Eskilstuna,Gefle,1.95,1.23,3.16,53,82,62,8.73,2.59,1.51,1.34,1.7,3.55,3.75,1.15,1.61,1.57,1.18,1.95
Sep 20 2026 - 2:00pm,Sweden,Ettan South,Hässleholms IF,Trollhättan,1.91,1.41,3.16,62,91,55,8.5,2.5,1.21,1.67,2.1,3.4,2.8,1.15,1.57,1.5,1.33,1.67
Sep 20 2026 - 2:00pm,Sweden,Division 2 Norra Gotaland,IF Karlstad II,Stenungsund,0.62,1.29,3.08,64,91,52,7.74,-1.43,1.17,1.32,2.75,3.7,2.25,,,,,
Sep 20 2026 - 2:00pm,Brazil,Serie B,Ponte Preta,CRB,0.5,1.5,2.58,54,79,47,9.86,6.07,1.34,1.59,,,,1.15,1.57,1.91,3.25,1.07
Sep 20 2026 - 2:00pm,Denmark,Superliga,Horsens,AGF,1.0,0.25,3.0,75,100,63,8.25,4.5,1.11,1.63,3.7,3.5,1.8,1.18,1.71,1.67,1.2,1.17
Sep 20 2026 - 2:00pm,Belgium,First Division B,Lokeren-Temse,Excelsior Virton,1.5,3.0,2.75,50,50,50,12.5,2.0,2.04,1.68,1.97,3.5,3.5,1.17,1.5,1.47,1.2,1.79
Sep 20 2026 - 2:00pm,Belgium,Pro League,Sint-Truiden,KVC Westerlo,1.33,1.0,3.67,33,100,84,11.67,3.34,2.07,1.67,1.7,4.2,4.2,1.09,1.4,1.44,1.14,2.05
Sep 20 2026 - 2:00pm,Sweden,Division 2 Norrland,Täfteå,IFK Östersund,1.62,1.62,3.9,67,90,74,13.6,-1.9,1.95,1.64,2.45,3.6,2.4,1.11,1.36,1.35,1.2,1.5
Sep 20 2026 - 2:00pm,Scotland,SWPL 2,Kilmarnock W,Livingston W,3.0,0.0,4.0,25,100,75,4.0,0.0,0.0,1.18,,,,,1.2,,,
Sep 20 2026 - 2:00pm,Turkey,Süper Lig,BB Erzurumspor,Samsunspor,1.5,1.5,2.0,0,50,25,5.5,1.5,1.31,1.26,,,,1.28,1.95,1.75,1.3,1.44
Sep 20 2026 - 2:00pm,Turkey,Süper Lig,Fenerbahçe,Eyüpspor,1.5,0.0,3.25,50,75,75,7.0,4.5,1.56,0.7,1.18,6.9,13.0,1.13,1.35,2.0,1.08,5.5
Sep 20 2026 - 2:00pm,Turkey,1. Lig,Manisa BBSK,İstanbulspor,1.33,0.0,3.34,46,84,84,5.17,4.5,1.37,0.86,1.95,3.7,3.3,1.13,1.6,1.51,1.17,1.81
Sep 20 2026 - 2:00pm,Turkey,1. Lig,Pendikspor,BB Bodrumspor,1.67,0.67,2.0,50,50,33,8.0,2.33,1.67,1.0,,,,1.35,2.0,1.85,1.2,1.74
Sep 20 2026 - 2:00pm,Austria,Landesliga Kärnten,Landskron,Launsdorf,2.0,2.17,3.65,69,85,70,10.17,-1.83,2.19,1.44,2.16,3.52,2.67,,1.61,,,
Sep 20 2026 - 2:00pm,Greece,Super League,Levadiakos,Olympiakos Piraeus,0.0,2.0,1.75,25,75,0,14.0,4.5,1.2,1.78,9.5,4.9,1.37,1.24,1.86,2.05,1.15,1.03
Sep 20 2026 - 2:00pm,Spain,Primera Division RFEF Group 2,Algeciras CF,Águilas FC,0.0,1.33,3.33,67,84,67,10.0,6.67,1.51,1.23,2.15,2.8,3.2,1.47,2.49,2.05,1.32,1.52
Sep 20 2026 - 2:00pm,Germany,Frauen Bundesliga,Freiburg Women,Bayer Leverkusen Women,3.0,3.0,2.25,25,75,50,16.0,3.5,2.62,1.99,4.14,3.92,1.64,1.09,1.44,1.53,2.0,1.18
Sep 20 2026 - 2:00pm,Poland,3 Liga Group 4,Sokół Kolbuszowa Dolna,Wiślanie Jaśkowice,1.0,2.0,2.32,50,75,44,10.73,-1.26,1.34,1.65,3.0,3.4,2.05,1.21,1.7,1.61,1.25,1.33
Sep 20 2026 - 2:00pm,Austria,Landesliga Vorarlberg,Nenzing,Egg,2.0,3.0,3.5,60,90,60,0.0,-2.0,0.0,0.0,3.8,3.85,1.74,,,,,
Sep 20 2026 - 2:00pm,Austria,Landesliga Wien,FAC Wien,Dinamo Helfort,1.75,1.0,3.63,63,100,75,11.33,-1.25,1.37,1.59,2.5,3.4,2.27,,1.44,,,
Sep 20 2026 - 2:00pm,Italy,Serie D Group F,Atletico Ascoli,Sporting Trestina,1.33,0.33,2.17,33,50,33,9.33,-1.67,2.89,1.42,1.7,3.55,4.2,1.3,1.98,1.9,1.09,1.93
Sep 20 2026 - 2:00pm,Italy,Serie D Group G,Sarnese,Gelbison,2.33,1.33,2.0,67,67,50,8.0,-1.0,1.29,1.48,2.2,3.15,3.1,1.35,2.18,1.87,1.11,1.5
Sep 20 2026 - 2:00pm,Italy,Serie D Group H,Brindisi,Turris Neapolis,1.0,1.67,2.67,50,50,50,13.5,-1.0,1.22,1.59,,,,1.3,2.04,1.78,1.48,1.36
Sep 20 2026 - 2:00pm,Italy,Serie D Group I,Milazzo,Sambiase,2.0,2.33,2.34,50,67,50,9.5,-1.67,0.77,1.77,2.3,3.1,2.85,1.35,2.18,1.88,1.11,1.47
Sep 20 2026 - 2:00pm,Poland,4 Liga Świętokrzyska,Orlęta Kielce,Rudki,2.71,1.71,3.0,50,71,64,14.0,-1.86,1.9,2.69,1.5,4.6,4.47,,1.3,,,
Sep 20 2026 - 2:00pm,Poland,4 Liga Świętokrzyska,Arka Pawłów,Hetman Włoszczowa,2.57,0.57,3.86,57,79,64,8.0,-2.0,3.23,0.95,1.18,6.05,10.8,,,,,
Sep 20 2026 - 2:00pm,Poland,4 Liga Lódzka,Polonia Piotrków Trybun.,Justynów,2.25,0.0,3.51,44,88,63,10.0,-0.88,1.68,0.91,1.1,6.9,14.0,,1.33,,,
Sep 20 2026 - 2:00pm,Poland,4 Liga Mazowiecka,Broń Radom,Błonianka Błonie,1.0,1.43,3.0,58,72,64,0.0,-2.0,0.0,0.0,1.32,4.9,6.78,,1.4,,,
Sep 20 2026 - 2:00pm,Poland,4 Liga Warminsko Mazurska,Zatoka Braniewo,Sokół Ostróda,0.57,1.71,3.57,57,86,72,10.0,-2.0,0.19,2.14,5.05,4.5,1.45,,1.3,,,
Sep 20 2026 - 2:00pm,Spain,División De Honor Juvenil Group 4,Marbella U19,Real Betis U19,2.33,3.0,4.67,67,100,100,17.0,-2.0,2.44,2.77,11.5,6.45,1.19,,1.3,,,
Sep 20 2026 - 2:00pm,Spain,División De Honor Juvenil Group 7,Académico Murcia U19,Cartagena FC U19,0.5,1.5,3.0,25,75,50,7.0,-2.0,0.0,0.46,,,,,1.7,,,
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Fátima,Vinhais,3.0,0.0,2.0,50,50,50,10.0,0.0,0.0,0.0,1.18,5.75,12.0,1.13,1.53,2.45,1.05,4.5
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Sintrense,AVS,3.0,0.0,2.0,50,50,50,3.0,0.0,0.0,0.0,4.8,3.75,1.57,1.21,1.75,1.75,1.21,1.17
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Ovarense,Os Marialvas,0.0,3.0,2.0,0,50,50,7.0,0.0,0.0,2.7,1.73,3.4,4.2,,1.8,,,
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Bragança,Celoricense,3.0,3.0,2.5,0,50,50,10.0,0.0,0.0,1.11,1.8,3.4,4.4,1.31,2.1,1.85,1.25,1.9
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Os Limianos,Aljustrelense,3.0,3.0,4.0,50,100,100,10.0,0.0,1.32,1.38,1.6,3.6,5.75,,1.9,,,
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Ponte da Barca,Amarante,1.0,0.0,0.0,0,0,0,4.0,0.0,0.0,0.0,12.0,6.25,1.22,1.19,1.65,2.7,1.14,1.02
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,FC Serpa,Louletano,3.0,3.0,1.5,0,50,0,14.0,0.0,0.0,2.02,4.1,3.25,1.91,1.34,1.95,1.83,1.27,1.22
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Oliveira Hospital,Juventude Évora,3.0,3.0,3.0,50,50,50,10.0,0.0,2.32,1.75,1.94,3.05,3.5,,2.2,,,
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Mortágua,Leça,1.0,0.0,0.0,0,0,0,3.0,0.0,0.0,0.0,4.6,3.4,1.65,1.28,2.0,1.91,1.22,1.14
Sep 20 2026 - 2:00pm,Portugal,Taça de Portugal,Amora,UD da Serra,0.0,3.0,2.5,0,50,50,6.0,0.0,0.0,0.0,1.63,3.5,4.85,,2.1,,,
Sep 20 2026 - 2:00pm,Brazil,Brasileiro Feminino A2,Vasco da Gama W,Itabirito W,2.8,2.4,3.38,38,85,68,11.05,-0.9,2.18,1.85,,,,,1.7,,,
Sep 20 2026 - 2:00pm,England,FA Cup,Southall,Dorking Wanderers,3.0,0.0,1.5,50,50,50,0.0,-1.0,0.0,0.0,6.75,5.0,1.35,,1.4,,,
Sep 20 2026 - 2:00pm,Uruguay,Segunda División,Tacuarembó,Huracán,1.09,1.39,2.11,48,72,28,8.67,-0.56,1.23,1.2,2.32,2.94,2.96,,2.2,,,
Sep 20 2026 - 2:00pm,Greece,Super League 2,Asteras Tripolis II,Apollon Pontou,0.0,0.5,2.0,25,50,25,8.5,-0.5,1.1,1.1,2.08,3.1,3.6,1.42,2.36,2.05,1.3,1.71
Sep 20 2026 - 2:00pm,Greece,Super League 2,Olympiakos Piraeus II,Marko,2.0,3.0,2.25,75,75,50,6.0,0.0,1.04,0.95,6.2,3.0,1.5,1.4,2.4,2.3,1.29,1.11
Sep 20 2026 - 2:15pm,Spain,La Liga,Atlético Madrid,Real Madrid,2.33,2.0,3.17,50,84,67,14.0,5.0,2.22,2.24,3.25,3.7,2.05,1.12,1.5,1.5,1.31,1.3
Sep 20 2026 - 2:15pm,Spain,Segunda División,Ceuta,Real Valladolid,0.0,0.33,1.84,17,84,0,11.67,6.33,1.86,1.32,2.8,3.3,2.43,1.27,2.03,1.8,1.31,1.4
Sep 20 2026 - 2:30pm,Sweden,Allsvenskan,Mjällby,GAIS,1.0,0.8,2.55,40,80,40,10.2,4.9,1.64,1.55,2.75,3.6,2.47,1.18,1.74,1.6,1.51,1.4
Sep 20 2026 - 2:30pm,Sweden,Allsvenskan,Degerfors,Hammarby,1.1,1.2,2.65,50,80,45,11.6,2.9,1.28,2.27,8.0,5.6,1.32,1.13,1.51,1.85,3.4,1.07
Sep 20 2026 - 2:30pm,Switzerland,Super League,Lausanne Sport,Lugano,0.5,3.0,3.5,88,88,75,11.5,4.67,1.35,1.6,,,,1.18,1.62,1.57,1.9,1.25
Sep 20 2026 - 2:30pm,Switzerland,Super League,Basel,St. Gallen,0.75,1.5,3.5,63,88,63,12.25,3.75,1.23,2.16,2.32,3.82,2.3,1.12,1.4,1.33,1.53,1.52
Sep 20 2026 - 2:30pm,Czech Republic,FNL,Vlašim,Táborsko,2.33,2.0,2.75,75,75,63,7.92,3.42,1.02,1.08,,,,1.19,1.8,1.62,1.24,1.42
Sep 20 2026 - 2:30pm,Portugal,Liga NOS,Estrela Amadora,Academico Viseu,1.67,1.67,3.34,84,84,84,7.67,6.33,1.12,0.95,2.22,3.35,3.45,1.29,2.04,1.8,1.31,1.7
Sep 20 2026 - 2:30pm,Portugal,Liga NOS,Vitória Guimarães,Moreirense FC,1.33,1.0,1.67,17,34,34,10.34,5.67,2.49,0.72,1.53,4.22,6.4,1.29,1.88,2.05,1.24,2.57
Sep 20 2026 - 2:30pm,Czech Republic,4. Liga Division B,Sokol Hostouň,Slovan Velvary,3.0,2.0,5.34,75,100,100,13.83,0.0,3.18,1.36,1.27,4.8,8.1,,1.44,,,
Sep 20 2026 - 2:30pm,Italy,Serie D Group H,Martina Franca,Virtus Francavilla,2.0,3.0,3.34,67,84,67,13.5,-0.66,1.7,1.96,2.25,3.1,3.15,,,,,
Sep 20 2026 - 2:30pm,Spain,Segunda Federación Femenina,Arratia W,Bizkerre W,1.5,1.5,3.0,25,50,50,3.0,-2.0,1.05,0.0,,,,,1.85,,,
Sep 20 2026 - 2:30pm,Spain,División De Honor Juvenil Group 7,Kelme U19,San Francisco U19,0.5,3.0,1.25,0,50,0,4.5,-2.0,0.0,1.15,3.4,3.1,2.04,,2.1,,,
Sep 20 2026 - 2:30pm,Spain,Tercera Group 7,Galapagar,Las Rozas,2.0,3.0,4.5,100,100,75,5.0,0.0,1.59,1.31,2.85,3.1,2.15,1.26,1.95,1.7,1.25,1.25
Sep 20 2026 - 2:45pm,Netherlands,Eredivisie,NEC,Go Ahead Eagles,0.33,0.67,4.67,100,100,100,10.33,1.66,1.87,1.38,2.08,3.9,3.16,1.07,1.36,1.35,1.36,1.73
Sep 20 2026 - 2:45pm,Netherlands,Eerste Divisie,De Graafschap,NAC Breda,0.0,1.33,5.17,100,100,100,12.67,5.67,2.12,1.99,2.85,4.1,2.0,1.05,1.3,1.33,1.21,1.3
Sep 20 2026 - 2:45pm,Spain,Segunda División RFEF Group 1,Rayo Cantabria,SD Amorebieta,0.5,0.5,2.0,50,50,25,8.0,0.0,1.22,1.52,,,,,1.95,,,
Sep 20 2026 - 3:00pm,Norway,Eliteserien,Viking,Lillestrøm,3.0,1.7,3.6,54,90,65,12.37,3.68,2.09,1.42,1.39,5.1,5.9,1.05,1.29,1.4,1.11,2.82
Sep 20 2026 - 3:00pm,Norway,Eliteserien,Tromsø,HamKam,2.1,0.6,2.85,35,85,60,10.2,2.6,1.87,1.17,1.48,4.0,5.7,1.14,1.62,1.7,1.2,2.5
Sep 20 2026 - 3:00pm,Norway,Eliteserien,Sandefjord,Start,1.1,0.4,2.65,50,80,45,9.1,4.8,1.51,1.42,1.95,3.58,3.5,1.15,1.61,1.5,1.3,1.73
Sep 20 2026 - 3:00pm,Norway,First Division,Sandnes Ulf,Moss,1.27,1.09,3.77,69,91,73,11.19,3.64,1.59,1.6,2.13,3.7,2.9,1.15,1.43,1.41,1.35,1.67
Sep 20 2026 - 3:00pm,Norway,First Division,Odd,Egersund,1.64,0.8,3.45,63,87,72,10.47,3.72,1.8,1.31,1.75,4.2,3.9,1.07,1.32,1.37,1.2,2.02
Sep 20 2026 - 3:00pm,Norway,First Division,Kongsvinger,Hødd,2.36,1.09,4.45,78,87,82,9.36,2.91,2.0,1.1,1.24,5.8,7.2,1.02,1.23,1.45,1.04,4.0
Sep 20 2026 - 3:00pm,Norway,First Division,Lyn,Ranheim,1.18,0.7,4.4,68,96,82,11.39,2.94,1.52,1.34,1.67,4.6,3.55,1.01,1.17,1.25,1.2,2.09
Sep 20 2026 - 3:00pm,Norway,First Division,Haugesund,Strømmen,2.5,1.0,4.01,67,91,67,11.35,3.04,2.07,1.41,1.3,6.0,7.4,1.03,1.22,1.45,1.1,3.18
Sep 20 2026 - 3:00pm,Norway,First Division,Raufoss,Strømsgodset,1.18,1.73,3.59,64,91,64,14.09,2.91,1.34,1.95,7.75,6.0,1.29,1.04,1.24,1.53,3.4,1.05
Sep 20 2026 - 3:00pm,Norway,First Division,Stabæk,Sogndal,2.4,0.55,4.25,62,100,81,14.64,2.46,2.04,1.57,1.37,5.2,5.4,1.02,1.24,1.35,1.13,3.0
Sep 20 2026 - 3:00pm,Norway,2 Division Group 2,Skeid,Tromsdalen,0.89,1.37,3.32,56,82,58,9.54,3.42,1.12,1.53,2.45,3.5,2.35,1.08,1.43,1.36,1.19,1.41
Sep 20 2026 - 3:00pm,Sweden,Division 2 Norra Gotaland,Lidköping,Vänersborgs IF,1.0,0.43,3.36,57,81,72,9.26,-1.62,1.06,1.32,1.73,3.7,3.92,,1.5,1.5,1.18,2.15
Sep 20 2026 - 3:00pm,Sweden,Division 2 Sodra Svealand,Syrianska,Sleipner,0.95,2.05,3.74,69,86,74,8.39,-1.24,1.32,1.39,3.75,3.95,1.8,1.12,1.42,1.44,1.17,1.22
Sep 20 2026 - 3:00pm,Austria,Bundesliga,Salzburg,Sturm Graz,3.0,1.33,3.34,67,84,50,15.66,3.66,2.31,1.95,1.61,4.0,4.5,1.12,1.33,1.4,1.17,2.3
Sep 20 2026 - 3:00pm,Greece,Super League,Volos NFC,AEK Athens,1.0,1.0,2.0,100,100,0,4.5,6.0,1.2,1.59,7.95,4.8,1.32,1.19,1.71,2.02,3.1,1.04
Sep 20 2026 - 3:00pm,Portugal,Campeonato Nacional Feminino,Racing Seixal,Valadares Gaia W,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.72,3.08,2.33,,2.2,,,
Sep 20 2026 - 3:00pm,Italy,Serie D Group E,Rondinella Marzocco,Lucchese,0.33,2.0,3.33,33,84,84,10.0,-1.0,1.78,1.93,4.3,3.45,1.7,,2.0,,,
Sep 20 2026 - 3:00pm,Spain,Tercera Group 11,Porreres,Inter Ibiza,1.5,0.0,3.25,25,100,50,13.0,-2.0,0.0,0.73,1.44,3.9,5.75,1.18,1.69,1.84,1.22,2.52
Sep 20 2026 - 3:00pm,Spain,Segunda División RFEF Group 1,SD Compostela,Sestao River Club,0.5,3.0,1.5,0,50,25,13.5,0.0,1.27,1.34,2.4,2.9,2.88,,2.62,,,
Sep 20 2026 - 3:00pm,Spain,Segunda División RFEF Group 1,Gernika Club,Llanera,2.0,0.0,3.5,75,100,100,9.0,-0.5,1.45,1.37,1.85,3.1,3.8,,2.1,,,
Sep 20 2026 - 3:00pm,Spain,Segunda División RFEF Group 2,Arnedo,Terrassa FC,0.0,2.0,2.75,50,50,50,8.5,-0.5,0.83,1.72,4.33,3.48,1.66,,2.07,,,
Sep 20 2026 - 3:00pm,Spain,Segunda División RFEF Group 2,SD Logroñés,Girona II,0.5,1.5,4.0,100,100,75,8.5,0.0,1.43,1.3,2.38,2.9,2.95,,2.37,,,
Sep 20 2026 - 3:00pm,Poland,4 Liga Małopolska,Cracovia Kraków II,Glinik Gorlice,2.75,2.0,4.13,38,82,69,18.5,-1.88,3.07,2.28,,,,,1.44,,,
Sep 20 2026 - 3:00pm,Spain,Tercera Group 2,Ceares,Colunga,1.5,3.0,3.0,100,100,100,4.5,-1.0,0.68,1.57,1.95,2.9,3.65,,2.0,,,
Sep 20 2026 - 3:00pm,Spain,Segunda División RFEF Group 5,Atlético Tordesillas,CDA Navalcarnero,0.0,1.5,3.75,75,75,75,2.5,-0.5,0.92,1.14,2.7,3.0,2.45,,2.35,,,
Sep 20 2026 - 3:00pm,Portugal,Taça de Portugal,Paredes,Maria da Fonte,3.0,3.0,2.5,50,50,50,18.0,0.0,1.99,1.22,1.21,5.1,13.0,1.18,1.63,2.51,1.07,3.95
Sep 20 2026 - 3:10pm,Scotland,SWPL 1,Rangers W,Aberdeen,3.0,0.0,6.0,25,100,100,10.0,0.0,0.0,0.25,1.0,100.0,151.0,,1.04,,,
Sep 20 2026 - 3:15pm,France,Ligue 1,Nice,Lille,1.0,3.0,1.25,25,50,0,9.5,2.5,1.17,1.39,3.65,3.5,2.05,1.29,1.84,1.73,1.81,1.3
Sep 20 2026 - 3:15pm,Italy,Serie B,Mantova,Pisa,3.0,3.0,3.0,25,100,75,7.0,3.5,1.54,1.44,2.7,3.35,2.65,1.24,1.95,1.7,1.43,1.4
Sep 20 2026 - 3:30pm,Poland,Ekstraklasa,Jagiellonia Białystok,Legia Warszawa,2.0,2.0,2.25,54,71,29,8.0,3.17,1.63,1.56,2.6,3.3,2.3,1.23,1.71,1.57,1.29,1.44
